normalized_part_number,models,model_count,part_number_variants,descriptions,categories,record_count,source_file
AEL-029,SX-1080; SX-1280; SX-1980; SX-3500; SX-3600/720; SX-3700; SX-3900; SX-580/590; SX-680/690; SX-780; SX-820; SX-850; SX-880/890; SX-950; SX-980; TX-6800/608; TX-8500II; TX-9500; TX-9500II,19,AEL-029; AEL-029-0,"Lamp (8V, 0.3A, wedge-type); Lamp (Wedge type 8V, 300mA; Lamp (wedge type 8V,0.3A); Lamp (wedge type); Lamp (wedge type)  0.3A; Lamp (wedge type) 8V  0.3A; Lamp (Wedge type) 8V, 300mA; Lamp (wedge type) 8V/0.3A; Lamp (wedge type, 8V 0.3A); Lamp (wedge type, 8v 0.3A); Lamp 8V, 300mA (wedge type); Wedge typa pilot lamp (Dial scale); Wedge type pilot lamp; Wedge type pilot lamp (Dial scale)",Receiver; Tuner,30,parts_05.csv
AEL-042,RG-1; SPEC-2,2,AEL-042,"Lamp with lead 8V 50mA (Power indicator); Lamp with leads, 8V 50mA  (PL1, Power Indicator); Lamp with wire 8V, 50mA",Amplifier; Dynamic Range Expander,3,parts_05.csv
AEL-044,SA-7500II,1,AEL-044,"Lamp with leads 8V, 50mA",Integrated Amplifier,1,parts_05.csv
AEL-047,A-27; C-21; SA-6500; SA-6500II; SA-8800; SX-3900,6,AEL-047,"Lamp with wire (8V, 50mA); Lamp with wire (8V, 50rnA); Lamp with wire 8V 50mA; Lamp with wires; Lamp with wires (8V 50mA); Lamp with wires (SPEAKERS); PILOT LAMP(SPEAKER)",Integrated Amplifier; Pre-Amplifier; Receiver,7,parts_05.csv
AEL-051,SA-9500,1,AEL-051-0,"Lamp with wire 8V 50mA; Lamp with wire 8V, 50mA",Integrated Amplifier,2,parts_05.csv
AEL-056,SX-1050; SX-1250; SX-850; SX-950,4,AEL-056,"Lamp assembly (8V, 0.3A); Lamp assembly (8V, 0.3Al; Lamp assembly (8V, 0.3A]; Lamp assembly (PL1—PL4); Lamp assembly - Lamp(8V, 0.3A,wedge-type AEL-029) / Lamp socket (wedge-type AKK-004); PL1 Lamp assembly 8V; PL2 Lamp assembly 8V; PL3 Lamp assembly 8V; PL4 Lamp assembly 8V",Receiver,17,parts_05.csv
AEL-057,SPEC-1,1,AEL-057,Lamp with wire 8V 50mA (PL1),Pre-Amplifier,1,parts_05.csv
AEL-058,RG-1; SPEC-2,2,AEL-058,"Lamp (bar type) 8V 0.3A (Meter illumination); Lamp (bar type) 8V, 0.3A; Lamp (bar type) 8V. 0.3A; Lamp, bar-type, 8V 0.3A - (PL2, Meter illumination)",Amplifier; Dynamic Range Expander,7,parts_05.csv
AEL-059,TX-6500II,1,AEL-059,"Lamp with wire 6V, 30mA; Lamp with wire 8V, 30mA",Tuner,2,parts_06.csv
AEL-060,SX-450; SX-550; SX-650; SX-750; TX-6500II,5,AEL-060,"Lamp assembly; Lamp assembly (8V, 0.3A); Lamp assembly (KU,KC); Lamp assembly 8V 300mA; Lamp assembly 8V, 300mA - KU",Receiver; Tuner,16,parts_06.csv
AEL-061,SX-450; SX-550; SX-650,3,AEL-061,"Lamp with leads (KU,KC); Lamp with leads 6V 50mA; Lamp with leads 8V 50mA",Receiver,3,parts_06.csv
AEL-062,C-21; SX-450; SX-550,3,AEL-062,"Lamp with leads (KU,KC); Lamp with leads 6V 50mA; Lamp with wires (POWER)",Pre-Amplifier; Receiver,3,parts_06.csv
AEL-063,SG-9500,1,AEL-063,Lamp with leads (8V 50mA),Equalizer,1,parts_06.csv
AEL-064,SX-750,1,AEL-064,"Lamp with leads (8V, 50mA)",Receiver,1,parts_06.csv
AEL-065,A-88X; SX-3900,2,AEL-065,Lamp wlth wires; Pilot lamp (Blue lead),Integrated Amplifier; Receiver,2,parts_06.csv
AEL-066,SX-750,1,AEL-066,"Lamp with leads (8V, 50mA)",Receiver,1,parts_06.csv
AEL-067,A-88X; SX-1080; SX-1280; SX-1980; SX-750; SX-980,6,AEL-067,"Lamn with wires 8V  50mA; Lamp (wedge type) 8V  50mA; Lamp with leads (8V, 50mA); Lamp with wires  50mA; Lamp with wires 8V  50m A; Lamp with wires 8V  50mA; Piiot lamp with wire (AM); Pilot lamp (Black lead); Pilot lamp with wire; Pilot lamp with wire (AUX); Pilot lamp with wire (PHONO)",Integrated Amplifier; Receiver,14,parts_06.csv
AEL-068,SX-750,1,AEL-068,"Lamp with leads (8V, 50mA)",Receiver,1,parts_06.csv
AEL-069,M-22; M-25; SA-3000; SA-7800; SA-9500II; SX-1050; SX-1080; SX-1250; SX-1280; SX-1980; SX-3900; SX-650; SX-750; SX-850; SX-950; SX-980,16,AEL-069,"Lamp 7.5V  50mA (KU); Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, STEREO); Lamp with leads 8V 50mA; Lamp with leads 8V, 50mA; Lamp with wires  50mA; Lamp with wires (FM, AM,PHONO 2, PHONO 1); Lamp with wires 8V  50mA; Lamp with wires 8V, 50mA (KL-type); Lamp with wires 8V, 50mA (N-type); Lamp with wives 8V 50mA; Pilot lamp with wire; Pilot lamp with wire (FM); Pilot lamp with wire (STEREO IND.); PL1; PL13 Lamp with wire 8V",Amplifier; Integrated Amplifier; Receiver,22,parts_06.csv
AEL-070,TX-6500,1,AEL-070,PILOT LAMP,Tuner,1,parts_06.csv
AEL-072,SX-1050; SX-1250; SX-1280; SX-850; SX-950; TX-7800; TX-8500II; TX-9500II,8,AEL-072,"Lamp 8V 50mA; Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, PH-2); Lamp with leads (8V, 50mA, SP-B); Lamp with wire 8V 50mA (STEREO); Lamp with wire 8V, 50mA; Lamp with wires  50mA; PILOT LAMP(SPEAKER ""B""/STEREO); PL11 Lamp with wire 8V; PL6 Lamp with wire 8V",Receiver; Tuner,14,parts_06.csv
AEL-073,SX-1050; SX-1250; SX-850; SX-950,4,AEL-073,"Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, AUX); Lamp with leads (8V, 50mA, SP-C); PL12 Lamp with wire 8V; PL7 Lamp with wire 8V",Receiver,8,parts_06.csv
AEL-074,SX-1050; SX-1250; SX-950,3,AEL-074,"Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, PH-1); Lamp with leads (8V, 50mA, SP-A); PL10 Lamp with wire 8V; PL5 Lamp with wire 8V",Receiver,6,parts_06.csv
AEL-075,A-717; A-80; A-90; SA-420; SX-1050; SX-1250; SX-3500; SX-3600/720; SX-3700; SX-3900; SX-820; SX-850; SX-950; SX-D5000; SX-D7000; TX-530L; TX-7800,17,AEL-075,"Lamp (8V, 50mA); Lamp (white lead); Lamp (Wire term. 8V/50mA - FUNCTION); Lamp 8V, 50mA (SPKR, FUNCTION LAMP); Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, FM); Lamp with wire (8V, 50mA); Lamp with wire (8V,50mA); Lamp with wires; Lamp with wires 8V 50mA (STEREO IND); Lamp with wlres; Memory lamp  8V  50mA; PL9 Lamp with wire 8V; SPKR, FUNCTION LAMP; Stereo  8V 50mA",Integrated Amplifier; Receiver; Tuner,19,parts_06.csv
AEL-076,SX-1050; SX-1250; SX-850; SX-950,4,AEL-076,"Lamp with leads (8V, 50mA); Lamp with leads (8V, 50mA, AM); PL8 Lamp with wire 8v",Receiver,4,parts_06.csv
AEL-077,SPEC-4,1,AEL-077,"Lamp (bar type) BV, 300mA",Amplifier,1,parts_06.csv
AEL-079,TX-8500II; TX-9500II,2,AEL-079,"Lamp with wire 30mA; Lamp with wire 6V, 30mA; Lamp with wire GV, 30mA",Tuner,3,parts_06.csv
AEL-080,TX-8500II; TX-9500II,2,AEL-080,"Lamp with wire 6V, 30mA; Lamp with wire 6V, 30mA (PILOT LAMP); PILOT LAMP",Tuner,3,parts_06.csv
AEL-081,SA-8500II,1,AEL-081,"Lamp with leads 8V, 50mA",Integrated Amplifier,1,parts_06.csv
AEL-082,SX-850,1,AEL-082,"Lamp with leads (8V, 50mA)",Receiver,1,parts_06.csv
AEL-085,TX-6500II,1,AEL-085,"Lamp assembly 8V, 300mA - KC",Tuner,3,parts_06.csv
AEL-093,A-717; A-80; A-90,3,AEL-093,"Lamp (8V, 50mA); Lamp (black lead); Lamp 8V, 50mA (PILOT); PILOT LAMP A-80",Integrated Amplifier,5,parts_06.csv
AEL-095,SA-9800; SX-1980; SX-3900,3,AEL-095,Lamp with wires; Lamp with wires (AUX); Lamp with wires 8V  50mA,Integrated Amplifier; Receiver,3,parts_06.csv
AEL-097,SA-3000,1,AEL-097,"Lamp 7.5V  50mA (HE, HB)",Integrated Amplifier,1,parts_06.csv
AEL-098,F-28,1,AEL-098,"Lamp 3V, 50mA",Tuner,1,parts_06.csv
AEL-099,TX-606; TX-6700,2,AEL-099,PILOT LAMP(DIAL POINTER),Tuner,2,parts_06.csv
AEL-101,SA-606; SA-6700; SA-706; SA-7700,4,AEL-101,"Lamp (with in power meter); Lamp 8V, 55mA (for meter)",Integrated Amplifier,6,parts_06.csv
AEL-103,SR-303,1,AEL-103,PL1 -PL8 Lamp 8V 70mA (bar-type),Reverb,1,parts_06.csv
AEL-114,SX-3400,1,AEL-114,Pilot lamp with wire (S),Receiver,1,parts_06.csv
AEL-119,SX-3400; SX-3500; SX-3600/720,3,AEL-119,"Lamp assembly; Meter Lamp 8V 300mA (wedge type); Wedge lamp assembly (8V, 300mA); Wedge lamp assembly(8V, 300mA)",Receiver,4,parts_06.csv
AEL-126,SX-D5000,1,AEL-126,Lamp with wires,Receiver,1,parts_06.csv
AEL-140,SX-3400; SX-600; SX-600L; SX-700; SX-700L,5,AEL-140,"Lamp with wire; Lamp with wire (8V, 100mA); Pilot Lamp with wires 8V 100mA (KU)",Receiver,5,parts_06.csv
AEL-141,SX-D5000,1,AEL-141,Lamp with wires,Receiver,1,parts_06.csv
AEL-142,SX-D7000,1,AEL-142,Lamp with wires (KU),Receiver,1,parts_06.csv
AEL-145,SX-D5000,1,AEL-145,Lamp with wires,Receiver,1,parts_06.csv
AEL-150,SX-D7000,1,AEL-150,Lamp with wires (KC),Receiver,1,parts_06.csv
AEL-152,A-7,1,AEL-152,Lamp assembly,Integrated Amplifier,1,parts_06.csv
AEL-153,A-9,1,AEL-153,Lamp assumbly (4 lamps),Integrated Amplifier,1,parts_06.csv
AEL-157,SA-530; SA-930,2,AEL-157,Lamp assembly; Lamp assembly (FUNCTION INDICATORS),Integrated Amplifier,2,parts_06.csv
AEL-161,A-77X,1,AEL-161,Pilot lamp,Integrated Amplifier,1,parts_06.csv
AEL-165,TX-130L; TX-530L,2,AEL-165,Lamp assembly,Tuner,2,parts_06.csv
AEL-169,SX-60,1,AEL-169,Lamp (8V-100mA),Receiver,1,parts_06.csv
AEL-171,SX-60,1,AEL-171,Lamp (8V-100mA),Receiver,1,parts_06.csv
AEL-172,A-88X,1,AEL-172,Pilot lamp,Integrated Amplifier,1,parts_06.csv
AEL-175,A-77X,1,AEL-175,Pilot lamp (LINE STRAIGHT),Integrated Amplifier,1,parts_06.csv
AEL-305,F-28,1,AEL-305,LED (red),Tuner,1,parts_06.csv
AEL-307,F-28; SA-606; SA-6700; SA-706; SA-7700; SX-580/590; SX-680/690; SX-780; TX-6700,9,AEL-307,"LED (PEAK indicator); LED (Peak indicator); LED (red); LED (SOURCE-green); LED (STEREO, red); LED (STEREO-red); LED (TAPE MONITOR, red); LED (TAPE MONITOR-red); LED (TAPE MONITOR; red); LED(FUNCTIONS,POWER)",Integrated Amplifier; Receiver; Tuner,17,parts_06.csv
AEL-308,SA-606; SA-6700; SA-706; SA-7700; SX-580/590; SX-680/690; TX-6700,7,AEL-308,"LED (POWER indicator); LED (Power indicator); LED (SOURCE, green); LED(SOURCE/AUX/STEREO ""GREEN"")",Integrated Amplifier; Receiver; Tuner,7,parts_06.csv
AEL-309,SX-1980,1,AEL-309,LED (FINE TUNE); LED (STEREO),Receiver,2,parts_06.csv
AEL-310,SX-1980,1,AEL-310,LED (QUARTZ LOCKED),Receiver,1,parts_06.csv
AEL-315,TX-6800/608; TX-D1000,2,AEL-315,LED; LED (STEREO),Tuner,2,parts_06.csv
AEL-316,TX-7800,1,AEL-316,LED,Tuner,1,parts_06.csv
AEL-318,SX-3600/720,1,AEL-318,LED (FUNCTION),Receiver,1,parts_06.csv
AEL-319,TX-6800/608; TX-D1000,2,AEL-319,"LED; LED (AM, FM)",Tuner,2,parts_06.csv
AEL-320,SA-710; TX-710,2,AEL-320,LED,Integrated Amplifier; Tuner,2,parts_06.csv
AEL-322,SG-9800,1,AEL-322,LED (EQ SLIDER),Equalizer,1,parts_06.csv
AEL-324,RG-2; RG-9; SG-9; SG-9800; SR-303; SX-3600/720,6,AEL-324,LED (MONITOR); LED (OVERLOAD indicator); LED (OVERLOAD); LED (SPEAKERS); LED (TAPE MONITOR indicator); LED (TAPE MONITOR); LED(SPEAKER/TAPE MONITOR),Dynamic Range Expander; Equalizer; Receiver; Reverb,10,parts_06.csv
AEL-325,A-7; A-8; A-9; RG-2; RG-9; SG-9; SG-9800; SR-303,8,AEL-325,LED (Orange); LED (POWER indicator); LED (POWER); LED(POWER),Dynamic Range Expander; Equalizer; Integrated Amplifier; Reverb,10,parts_06.csv
AEL-334,TX-520; TX-710,2,AEL-334,LED(STEREO INDICATOR),Tuner,2,parts_06.csv
AEL-343,TX-710,1,AEL-343,LED(TUNED),Tuner,1,parts_06.csv
AEL-346,A-7; A-8; A-9,3,AEL-346,GREEN LED; LED (Green),Integrated Amplifier,3,parts_06.csv
AEL-351,F-7; SX-5; SX-7,3,AEL-351,"LED (PHONO,AUX/VIDEO); LED (STATION); LED(Green)",Receiver; Tuner,3,parts_06.csv
AEL-352,F-7,1,AEL-352,LED (STEREO),Tuner,1,parts_06.csv
AEL-353,F-7,1,AEL-353,"LED array (FM,AM)",Tuner,1,parts_06.csv
AEL-354,F-7,1,AEL-354,LED array (SIGNAL 1 - 5),Tuner,1,parts_06.csv
AEL-355,F-7,1,AEL-355,LED numeric display,Tuner,1,parts_06.csv
AEL-357,A-9,1,AEL-357,LED (Red/Green),Integrated Amplifier,1,parts_06.csv
AEL-365,SX-5; SX-7; SX-8,3,AEL-365,LED (Station indicator); LED (STATlON); LED (TAPE MONITOR); LED(Red),Receiver,4,parts_06.csv
AEL-369,A-40; SA-1040; SA-1050; SA-930; SA-940; SA-950,6,AEL-369,"LED (ADAPTOR/TAPE2); LED (FUNCTION); LED indicator (ADAPTER/TAPE2); LED(VCR#1/VCR#2 ""ORANGE"")",Integrated Amplifier,6,parts_06.csv
AEL-370,A-40; SA-1040; SA-1050; SA-930; SA-940; SA-950,6,AEL-370,LED; LED (FUNCTION INDICATORS); LED (FUNCTION); LED SA930,Integrated Amplifier,6,parts_06.csv
AEL-371,TX-930,1,AEL-371,"LED (Green, SIGNAL)",Tuner,1,parts_06.csv
AEL-372,TX-930,1,AEL-372,"LED (Red, STATION); LED (Red, STEREO)",Tuner,2,parts_06.csv
AEL-376,SX-7,1,AEL-376,"LED (FM,AM,VOLUME); LED (SIGNAL)",Receiver,2,parts_06.csv
AEL-377,SX-7,1,AEL-377,"LED (PRESET STEP,MUTING); LED (STEREO)",Receiver,2,parts_06.csv
AEL-378,SX-5; SX-7; SX-8,3,AEL-378,LED numeric display; LED numeric display (Frequency/Time),Receiver,3,parts_06.csv
AEL-379,SX-4,1,AEL-379,LED array,Receiver,1,parts_06.csv
AEL-382,RG-60; TX-540; TX-550; TX-555Z; TX-560/BK,5,AEL-382,"LED (RED); LED MEMO/AUTO TUNE/STEREO/PWR """,Dynamic Range Expander; Tuner,5,parts_06.csv
AEL-383,A-77X; A-88X; SG-90; TX-05; TX-540; TX-550; TX-930,7,AEL-383,"LED (Green); LED (Green, FM, AM, AUTO SCAN); LED (MUTING); LED (SPA, SPB); LED (SUBSONIC); LED (TAPE COPY); LED(POWER)SAV1200BK",Equalizer; Integrated Amplifier; Tuner,11,parts_06.csv
AEL-388,A-70; A-77X; A-88X; F-90; SG-90; TX-05,6,AEL-388,"LED; LED (BASS, TREBLE); LED (Red); LED (TAPE1/2, FUNCTIONS); LED(STEREO/POWER)",Equalizer; Integrated Amplifier; Tuner,9,parts_06.csv
AEL-391,SX-8,1,AEL-391,LED numeric display (VOLUME),Receiver,1,parts_06.csv
AEL-392,SX-8,1,AEL-392,LED indicator (TONE),Receiver,1,parts_06.csv
AEL-395,TX-930,1,AEL-395,LED numeric display,Tuner,1,parts_06.csv
AEL-398,A-70,1,AEL-398,LED (PEAK POWER),Integrated Amplifier,1,parts_06.csv
AEL-404,A-60; A-70; A-717; A-80; A-90,5,AEL-404,"LED; LED (FUNCTION, MUTING); LED (LINE STRAIGHT, SUBSONlC); LED (PEAK POWER, LINE STRAIGHT, SUBSONIC); LED (POWER, FUNCTION, LINE STRAIGHT, SUBSONIC, TAPE COPY); LED (POWER, SPEAKERS); LED (TAPE COPY, TAPE MONITOR, FUNCTION, MUTING); LED (TAPE, LOUDNESS); LED AX3",Integrated Amplifier,9,parts_06.csv
AEL-405,SX-202,1,AEL-405,(Red) Pointer,Receiver,1,parts_06.csv
AEL-406,SX-202,1,AEL-406,(Red STEREO),Receiver,1,parts_06.csv
AEL-407,SX-202,1,AEL-407,(Green TUNING),Receiver,1,parts_06.csv
AEL-420,SG-90,1,AEL-420,LED (C range); LED (Orange),Equalizer,2,parts_06.csv
AEL-423,F-90,1,AEL-423,LED numeric display,Tuner,1,parts_06.csv
AEL-424,TX-555Z; TX-560/BK,2,AEL-424,LED SX40,Tuner,2,parts_06.csv
AEL-426,RG-60,1,AEL-426,LED (TAPE/VIDEO-ORN),Dynamic Range Expander,1,parts_06.csv
AEL-434,TX-101Z,1,AEL-434,LED TX101ZZUC,Tuner,1,parts_06.csv
AEL-435,TX-101Z,1,AEL-435,LED TX101ZZUC,Tuner,1,parts_06.csv
AEL-443,GR-551; GR-555,2,AEL-443,LED (TAPE MONITOR),Equalizer,2,parts_06.csv
AEL-450,GR-551; GR-555,2,AEL-450,LED (EQUALIZER),Equalizer,2,parts_06.csv
AEL1009,TX-1090Z,1,AEL1009,"LED(BAND,TUNING)TX1090Z",Tuner,1,parts_06.csv
AEL1015,TX-1090Z,1,AEL1015,LED (MEMORY)TX1090Z,Tuner,1,parts_06.csv
AEO-116,QX-949A,1,AEO-116,Spacer,Receiver,1,parts_06.csv
AEP-007,SX-50,1,AEP-007,Bumper,Receiver,1,parts_06.csv
AEP-016,F-90,1,AEP-016,Foot ass'y,Tuner,1,parts_06.csv
AEP-194,A-77X,1,AEP-194,Nylon rivet (Black) - HB; Nylon rivet (Black) - HE; Nylon rivet (Black) - KU; Nylon rivet (Black) - S; Nylon rivet (Black) - S/G,Integrated Amplifier,5,parts_06.csv
AEP-210,A-77X,1,AEP-210,Nylon rivet (Silver) - HE,Integrated Amplifier,1,parts_06.csv
AEP-211,A-77X; A-88X,2,AEP-211,Nylon rivet,Integrated Amplifier,2,parts_06.csv
AEP-251,A-66X; A-77X; A-88X,3,AEP-251,Leg; Leg assembly,Integrated Amplifier,3,parts_06.csv
AEP-313,A-66X,1,AEP-313,Mica sheet,Integrated Amplifier,1,parts_06.csv
AEX-001,A-27; Exclusive M3; SX-3900,3,AEX-001; AEX-001-0,Micro temp; Temperature-sensitive fuse; Thermo-fuse,Amplifier; Integrated Amplifier; Receiver,3,parts_06.csv
AEX-002,SA-500A,1,AEX-002-O,Fuse 2A for Protection (KU),Integrated Amplifier,1,parts_06.csv
AEX-004,SA-500A,1,AEX-004-O,Fuse 1A for Protection (KU),Integrated Amplifier,1,parts_06.csv
AEX-008,TX-930,1,AEX-008,Lithium battery,Tuner,1,parts_06.csv
AEX-011,TX-930,1,AEX-011,Ni-Cd battery,Tuner,1,parts_06.csv
AFG-073,SA-950,1,AFG-073,AC power cord - KU,Integrated Amplifier,1,parts_06.csv
AHA-002,SD-1000; SD-1100,2,AHA-002-0; AHA-002-2,Cardboard cushion A; CARDBOARD CUSHION A,Other,2,parts_06.csv
AHA-003,SD-1000; SD-1100,2,AHA-003-0,Cardboard cushion B; CARDBOARD CUSHION B,Other,2,parts_06.csv
AHA-004,SX-6000,1,AHA-004-A,Protector styrene,Receiver,1,parts_06.csv
AHA-005,QX-8000; QX-8000A,2,AHA-005-0,Side pad; Side Pad for packing,Receiver,2,parts_06.csv
AHA-006,QL-600; QL-600A,2,AHA-006-0; AHA-006-A,Packing Spacer; Styrol spacer,Integrated Amplifier,2,parts_06.csv
AHA-007,QX-4000; SX-525; SX-626 (1971),3,AHA-007-0; AHA-007-A,Styrotector,Receiver,3,parts_06.csv
AHA-012,SX-727; SX-828,2,AHA-012-A,Side pad (L); Side pad lLl,Receiver,2,parts_06.csv
AHA-013,SX-727; SX-828,2,AHA-013-A,Side pad (R),Receiver,2,parts_06.csv
AHA-015,F-7,1,AHA-015,Rear pad,Tuner,1,parts_06.csv
AHA-019,SX-424; SX-434,2,AHA-019-0,Side pad,Receiver,2,parts_06.csv
AHA-023,QX-9900,1,AHA-023-A,Side pad (L) ass'y,Receiver,1,parts_06.csv
AHA-024,QX-9900,1,AHA-024-A,Side pad (R) ass'y,Receiver,1,parts_06.csv
AHA-029,TX-7100; TX-9100,2,AHA-029-0,Styrotector (upper); STYROTECTOR (UPPER),Tuner,2,parts_06.csv
AHA-031,SA-5200,1,AHA-031-0,Side pad,Integrated Amplifier,1,parts_06.csv
AHA-035,QX-646,1,AHA-035-0,Side pad (L),Receiver,1,parts_06.csv
AHA-036,QX-646,1,AHA-036-0,Side pad (R),Receiver,1,parts_06.csv
AHA-038,QX-949,1,AHA-038-0,Side pad (L),Receiver,1,parts_06.csv
AHA-039,QX-949,1,AHA-039-0,Side pad (R),Receiver,1,parts_06.csv
AHA-040,QX-747,1,AHA-040-A,Side pad (L),Receiver,1,parts_06.csv
AHA-041,QX-747,1,AHA-041-A,Side pad (R),Receiver,1,parts_06.csv
AHA-050,Exclusive M3,1,AHA-050-0,Side pad (L) assembly,Amplifier,1,parts_06.csv
AHA-051,Exclusive M3,1,AHA-051-0,Side pad (R) assembly,Amplifier,1,parts_06.csv
AHA-066,SX-939,1,AHA-066-A,Side pad (L),Receiver,1,parts_06.csv
AHA-068,SX-737,1,AHA-068-0,Side pad,Receiver,1,parts_06.csv
AHA-069,SX-636,1,AHA-069-0,Side pad,Receiver,1,parts_06.csv
AHA-077,SA-9900,1,AHA-077-0,Side pad (L),Integrated Amplifier,1,parts_06.csv
AHA-078,SA-9900,1,AHA-078-0,Side pad (R),Integrated Amplifier,1,parts_06.csv
AHA-081,TX-9500,1,AHA-081-0,Side pad,Tuner,1,parts_06.csv
AHA-104,TX-6500II,1,AHA-104,Side pad,Tuner,1,parts_06.csv
AHA-113,C-21,1,AHA-113,Side pad,Pre-Amplifier,1,parts_06.csv
AHA-130,SA-9500II,1,AHA-130,Side pad,Integrated Amplifier,1,parts_06.csv
AHA-131,TX-8500II,1,AHA-131,Side pad,Tuner,1,parts_06.csv
AHA-167,SX-939,1,AHA-167-A,Side pad (R),Receiver,1,parts_06.csv
AHA-172,A-27,1,AHA-172,Top pad L,Integrated Amplifier,1,parts_06.csv
AHA-173,A-27,1,AHA-173,Top pad R,Integrated Amplifier,1,parts_06.csv
AHA-174,A-27,1,AHA-174,Bottom pad L,Integrated Amplifier,1,parts_06.csv
AHA-175,A-27,1,AHA-175,Bottom pad R,Integrated Amplifier,1,parts_06.csv
AHA-187,SA-708,1,AHA-187,Side pad,Integrated Amplifier,1,parts_06.csv
AHA-188,SA-5800/508; SA-6800/608; TX-6800/608,3,AHA-188,Side pad  (SA-6800); Side pad (TX-6800/KU); Side pad - SA-5800/KU,Integrated Amplifier; Tuner,3,parts_06.csv
AHA-189,SA-5800/508; SA-6800/608; TX-6800/608,3,AHA-189,Side pad  (SA-608); Side pad (TX-608/KU); Side pad - SA-508/KU,Integrated Amplifier; Tuner,3,parts_06.csv
AHA-196,A-27,1,AHA-196,Top pad,Integrated Amplifier,1,parts_06.csv
AHA-197,SX-3600/720; SX-680/690,2,AHA-197,Side pad L,Receiver,2,parts_06.csv
AHA-198,SX-3600/720; SX-680/690,2,AHA-198,Side pad R,Receiver,2,parts_06.csv
AHA-201,RG-2; SR-303,2,AHA-201,Side pad,Dynamic Range Expander; Reverb,2,parts_06.csv
AHA-223,SA-3000,1,AHA-223,Front pad,Integrated Amplifier,1,parts_06.csv
AHA-224,SA-3000,1,AHA-224,Rear pad,Integrated Amplifier,1,parts_06.csv
AHA-246,SX-3800,1,AHA-246,Side pad,Receiver,1,parts_06.csv
AHA-247,SX-3900,1,AHA-247,Side pad,Receiver,1,parts_06.csv
AHA-248,F-90,1,AHA-248,Front pad,Tuner,1,parts_06.csv
AHA-249,F-90,1,AHA-249,Rear pad,Tuner,1,parts_06.csv
AHA-251,SX-3900,1,AHA-251,Rear pad,Receiver,1,parts_06.csv
AHA-252,SX-3700; SX-820,2,AHA-252,Side pad,Receiver,2,parts_06.csv
AHA-253,SX-3400,1,AHA-253,Side pad,Receiver,1,parts_06.csv
AHA-254,SX-600; SX-600L; SX-700; SX-700L,4,AHA-254,Side pad; Side panel,Receiver,4,parts_06.csv
AHA-255,SX-D5000,1,AHA-255,Corner pad,Receiver,1,parts_06.csv
AHA-275,F-7,1,AHA-275,Front pad,Tuner,1,parts_06.csv
AHA-277,A-7,1,AHA-277,Side pad (L),Integrated Amplifier,1,parts_06.csv
AHA-278,A-7,1,AHA-278,Side pad (R),Integrated Amplifier,1,parts_06.csv
AHA-279,A-9,1,AHA-279,Side pad L,Integrated Amplifier,1,parts_06.csv
AHA-280,A-9,1,AHA-280,Side pad R,Integrated Amplifier,1,parts_06.csv
AHA-290,SA-420,1,AHA-290,Side pad,Integrated Amplifier,1,parts_06.csv
AHA-294,SX-4; SX-5,2,AHA-294,Side pad,Receiver,2,parts_06.csv
AHA-295,SG-9,1,AHA-295,Side pad,Equalizer,1,parts_06.csv
AHA-296,TX-130L; TX-530L; TX-930,3,AHA-296,Front pad,Tuner,3,parts_06.csv
AHA-297,TX-130L; TX-530L; TX-930,3,AHA-297,Rear pad,Tuner,3,parts_06.csv
AHA-298,SA-530; SA-930,2,AHA-298,Front rear pad,Integrated Amplifier,2,parts_06.csv
AHA-300,SX-6; SX-7,2,AHA-300,Side pad L,Receiver,2,parts_06.csv
AHA-301,SX-6; SX-7,2,AHA-301,Side pad R,Receiver,2,parts_06.csv
AHA-313,SX-8,1,AHA-313,Side Pad L,Receiver,1,parts_06.csv
AHA-314,SX-8,1,AHA-314,Side pad R,Receiver,1,parts_06.csv
AHA-323,A-80,1,AHA-323,Side pad L,Integrated Amplifier,1,parts_06.csv
AHA-328,A-77X; A-88X; A-90,3,AHA-328,Side pad (L); Side pad L,Integrated Amplifier,3,parts_06.csv
AHA-329,A-77X; A-80; A-88X; A-90,4,AHA-329,Side pad (R); Side pad H; Side pad R,Integrated Amplifier,4,parts_06.csv
AHA-335,SX-202,1,AHA-335,Side pad,Receiver,1,parts_06.csv
AHA-340,SA-940; SA-950; SA-970,3,AHA-340,Front rear pad,Integrated Amplifier,3,parts_06.csv
AHA-344,A-60,1,AHA-344,Side pad,Integrated Amplifier,1,parts_06.csv
AHA-346,SX-60,1,AHA-346,Front pad,Receiver,1,parts_06.csv
AHA-347,SX-60,1,AHA-347,Rear pad,Receiver,1,parts_06.csv
AHA-348,SX-50,1,AHA-348,Front pad,Receiver,1,parts_06.csv
AHA-349,SX-50,1,AHA-349,Rear pad,Receiver,1,parts_06.csv
AHA-366,RG-60,1,AHA-366,Side pad,Dynamic Range Expander,1,parts_06.csv
AHA-376,TX-950,1,AHA-376,Side pad,Tuner,1,parts_06.csv
AHA1024,GR-551; GR-555,2,AHA1024,From Rear pad,Equalizer,2,parts_06.csv
